c1,c2,c3,c4,c5,c6,c7,c8,c9,c10
8.059731919718062e-08,1.823737397764902e-07,2.795114626268441e-07,0.999999449719379,0.9999995607485561,0.9999996590566402,0.9999997612648898,0.999999813625823,0.9999998848648307,1.0
8.06366574426103e-08,1.8246843578298403e-07,2.7965818636583077e-07,0.9999994494106276,0.9999995605107052,0.9999996588701293,0.9999997611300223,0.9999998135142217,0.99999988478422,0.9999999999999999
8.068084089623527e-08,1.8257483527599387e-07,2.7982305771543065e-07,0.9999994490631575,0.9999995602430608,0.9999996586601729,0.9999997609780916,0.9999998133884065,0.9999998846931929,1.0
8.073047250845898e-08,1.8269440500305514e-07,2.800083546539326e-07,0.9999994486719715,0.9999995599417862,0.9999996584237305,0.999999760806857,0.999999813246487,0.999999884590327,1.0000000000000002
8.078623183035387e-08,1.8282880071299215e-07,2.8021664962099037e-07,0.9999994482313922,0.9999995596025252,0.9999996581573446,0.9999997606137636,0.9999998130863019,0.9999998844739866,1.0000000000000002
8.084888518617818e-08,1.8297989292310423e-07,2.8045084989345036e-07,0.9999994477349581,0.9999995592203228,0.9999996578570763,0.9999997603958922,0.999999812905375,0.9999998843422866,1.0
8.091929725286512e-08,1.8314979642818765e-07,2.807142438842082e-07,0.9999994471753069,0.9999995587895368,0.9999996575184321,0.9999997601499019,0.9999998127008628,0.9999998841930489,0.9999999999999999
8.099844432500105e-08,1.8334090430998584e-07,2.810105545714189e-07,0.9999994465440329,0.9999995583037306,0.9999996571362756,0.9999997598719607,0.9999998124694934,0.9999998840237497,1.0000000000000002
8.108742952989363e-08,1.8355592720632296e-07,2.8134400127823594e-07,0.9999994458315229,0.9999995577555478,0.9999996567047236,0.9999997595576621,0.9999998122074902,0.9999998838314551,1.0000000000000002
8.118750031730631e-08,1.8379793877581418e-07,2.817193713087082e-07,0.9999994450267602,0.9999995571365671,0.9999996562170257,0.9999997592019301,0.9999998119104859,0.999999883612746,1.0
8.130006861225426e-08,1.8407042849096608e-07,2.8214210326592024e-07,0.999999444117092,0.9999995564371252,0.9999996556654164,0.9999997587988996,0.9999998115734136,0.9999998833636244,0.9999999999999999
8.142673409557959e-08,1.8437736313106948e-07,2.826183842688739e-07,0.9999994430879516,0.9999995556461104,0.9999996550409416,0.9999997583417758,0.9999998111903771,0.9999998830793982,0.9999999999999999
8.156931117123909e-08,1.8472325864504565e-07,2.8315526377302866e-07,0.9999994419225254,0.9999995547507126,0.9999996543332487,0.9999997578226631,0.9999998107544935,0.9999998827545423,1.0
8.172986029480886e-08,1.8511326442475142e-07,2.837607873080336e-07,0.9999994406013519,0.9999995537361246,0.999999653530334,0.9999997572323581,0.9999998102577008,0.9999998823825264,1.0
8.191072448066023e-08,1.8555326249312526e-07,2.844441542084523e-07,0.9999994391018375,0.9999995525851831,0.9999996526182376,0.9999997565600969,0.9999998096905224,0.9999998819556027,1.0
8.211457198151896e-08,1.8604998469194762e-07,2.8521590437091777e-07,0.9999994373976687,0.9999995512779328,0.9999996515806718,0.9999997557932462,0.9999998090417775,0.9999998814645438,1.0
8.234444635301847e-08,1.8661115168334928e-07,2.860881402771037e-07,0.9999994354580928,0.9999995497910961,0.9999996503985672,0.9999997549169234,0.9999998082982235,0.999999880898314,1.0
8.260382538854467e-08,1.872456385021197e-07,2.8707479205155573e-07,0.9999994332470401,0.999999548097428,0.9999996490495184,0.9999997539135291,0.9999998074441138,0.9999998802436636,1.0000000000000002
8.289689293401797e-08,1.8796413106833708e-07,2.8819263827313406e-07,0.9999994307206508,0.9999995461638159,0.9999996475062394,0.9999997527615627,0.999999806460173,0.9999998794843215,0.9999999999999999
8.322867989661048e-08,1.887794973547275e-07,2.894618933593267e-07,0.999999427825527,0.9999995439499804,0.9999996457354664,0.9999997514347241,0.99999980532277,0.999999878600266,0.9999999999999998
8.360392700563095e-08,1.897042718027492e-07,2.90902373327967e-07,0.9999994245055598,0.9999995414140379,0.9999996437021671,0.9999997499047,0.9999998040059426,0.9999998775687139,1.0
8.402872293678388e-08,1.9075445131151498e-07,2.925393454025169e-07,0.9999994206894067,0.9999995385026784,0.9999996413617672,0.9999997481354996,0.9999998024767611,0.999999876360886,0.9999999999999999
8.451010885558504e-08,1.9194870264804847e-07,2.94402350701541e-07,0.9999994162915645,0.9999995351522359,0.9999996386607973,0.9999997460836331,0.9999998006952102,0.9999998749414857,1.0000000000000002
8.505625125179161e-08,1.933088873451211e-07,2.965260578270485e-07,0.9999994112090533,0.999999531286331,0.9999996355348217,0.9999997436963002,0.9999997986124368,0.9999998732670311,0.9999999999999999
8.567665146440613e-08,1.9486070770326553e-07,2.989513165088085e-07,0.9999994053172174,0.9999995268129109,0.9999996319058304,0.9999997409090987,0.9999997961685277,0.9999998712837299,0.9999999999999998
8.638240070651212e-08,1.966345055570767e-07,3.017264644231068e-07,0.9999993984643665,0.9999995216205044,0.9999996276789279,0.9999997376430955,0.9999997932896595,0.9999998689247414,0.9999999999999999
8.718649173337807e-08,1.9866625464160976e-07,3.049089559428474e-07,0.9999993904649108,0.9999995155734699,0.9999996227381197,0.9999997338010785,0.9999997898844425,0.9999998661066504,0.9999999999999999
8.810420122997743e-08,2.0099879931846136e-07,3.0856740200897433e-07,0.9999993810905136,0.999999508505939,0.9999996169409245,0.9999997292627368,0.9999997858392055,0.9999998627249015,0.9999999999999998
8.915356071011772e-08,2.0368340804198934e-07,3.127841372228757e-07,0.999999370058625,0.9999995002140628,0.9999996101114567,0.9999997238784332,0.9999997810118891,0.9999998586478647,0.9999999999999998
9.035593840677916e-08,2.0678173044392984e-07,3.176584657842059e-07,0.99999935701753,0.9999994904460388,0.9999996020315011,0.9999997174611225,0.9999997752241008,0.9999998537090851,1.0000000000000002
9.173676051063704e-08,2.1036827384868395e-07,3.2331078489834375e-07,0.9999993415267291,0.9999994788892255,0.9999995924289465,0.9999997097758119,0.9999997682507288,0.999999847697118,1.0
9.332640740513013e-08,2.1453355043197681e-07,3.2988784654941794e-07,0.9999993230310175,0.9999994651534128,0.9999995809627213,0.9999997005257454,0.9999997598062976,0.9999998403421291,0.9999999999999998
9.516132946184574e-08,2.1938809277644246e-07,3.375695011891003e-07,0.9999993008259712,0.9999994487489731,0.9999995672030525,0.9999996893341765,0.999999749526925,0.9999998312981135,1.0000000000000002
9.731504267612122e-08,2.243446615647133e-07,3.453725045990432e-07,0.9999992780398002,0.9999994315603725,0.999999552562688,0.9999996769465217,0.9999997384197743,0.9999998217467545,0.9999999999999998
9.984121365068201e-08,2.3013291600303757e-07,3.5450699108010667e-07,0.9999992502004917,0.9999994106623702,0.9999995346201199,0.9999996615715047,0.9999997245468518,0.9999998096762409,1.0
1.028105062506327e-07,2.3714142419767139e-07,3.656157743541472e-07,0.9999992147049641,0.9999993843384122,0.9999995118994859,0.999999641994351,0.9999997066666011,0.9999997938451214,1.0
1.0633312603616093e-07,2.457133408599296e-07,3.792620437695578e-07,0.9999991690949763,0.9999993509468694,0.9999994829429523,0.9999996169143811,0.9999996835142171,0.9999997730373684,1.0
1.1051482262598935e-07,2.562145124071106e-07,3.9605649090831815e-07,0.9999991103222655,0.9999993085242606,0.9999994459816424,0.9999995847166616,0.9999996534960466,0.999999745688755,1.0000000000000002
1.1550350531548283e-07,2.6915315469499985e-07,4.1684666874306586e-07,0.9999990341086576,0.9999992543557404,0.999999398569257,0.9999995431632668,0.9999996144060613,0.9999997096373021,0.9999999999999999
1.2148600593313085e-07,2.851897807419619e-07,4.4273961466968366e-07,0.9999989344892716,0.9999991847311152,0.9999993373411585,0.9999994891451506,0.9999995631698576,0.9999996618563894,1.0
1.287006314012196e-07,3.0519173930404486e-07,4.751972341031424e-07,0.9999988028423519,0.9999990943689814,0.9999992574638437,0.9999994181418124,0.9999994953037805,0.9999995979125659,1.0
1.3745624856615138e-07,3.30317115384965e-07,5.161844750572221e-07,0.999998625982729,0.9999989752393647,0.9999991514953565,0.9999993230955804,0.9999994037882631,0.9999995108363392,1.0
1.4816440661997176e-07,3.621564582166074e-07,5.684222104431382e-07,0.9999983819912195,0.9999988138972215,0.9999990067807975,0.9999991918291696,0.9999992764840765,0.999999388533971,1.0
1.6139973559206697e-07,4.029998101943798e-07,6.358684355347235e-07,0.999998030167421,0.9999985849451338,0.9999987990291925,0.9999990006640258,0.9999990897494498,0.9999992073972905,1.0000000000000002
1.795614237312379e-07,4.6030554185240075e-07,7.309251236741915e-07,0.9999974656452317,0.9999982206950625,0.9999984642863049,0.9999986884061278,0.9999987832511705,0.9999989081941674,1.0
2.0618780565835504e-07,5.45981171111046e-07,8.737689698899271e-07,0.999996450471034,0.9999975703912634,0.9999978575995588,0.9999981140019205,0.9999982169588906,0.9999983521599104,0.9999999999999999
2.481515070045316e-07,6.839931002597457e-07,1.1053750879999668e-06,0.9999943722525871,0.999996260094412,0.9999966165146617,0.9999969223930353,0.9999970376949829,0.9999971884190478,1.0
3.2130143395822996e-09,9.304698417250924e-09,1.5219519083239147e-08,0.9999998951499623,0.9999999331316886,0.9999999379108214,0.9999999418059977,0.9999999431698636,0.9999999449408564,0.9999999999999998
4.583983249235634e-09,1.4081038986920952e-08,2.3355742484477625e-08,0.9999997676265816,0.9999998612269863,0.9999998683155928,0.9999998737294955,0.9999998754790183,0.9999998777309863,0.9999999999999999
7.240442616588706e-09,2.3806453793300774e-08,4.0085097640501737e-08,0.9999993384517397,0.9999996394453374,0.9999996511222529,0.9999996593743131,0.9999996618373093,0.9999996649769708,1.0
1.3390490191698346e-08,4.7318397021338757e-08,8.098373000319967e-08,0.9999949696680516,0.9999978093998241,0.9999978318003048,0.9999978464418867,0.9999978506236138,0.9999978559307248,1.0
2.5710818217864192e-08,7.340980477675655e-08,1.181608014157312e-07,0.997880335275037,0.9999985348038163,0.9999985728112438,0.999998604197709,0.9999986156431858,0.9999986309424825,1.0
1.6060553800627394e-09,4.648525597180755e-09,7.495593248393665e-09,0.9216934597310014,0.9999851744979137,0.9999851768827948,0.9999851788368497,0.999985179541101,0.9999851804823235,0.9999999999999999
2.1483050561414977e-09,6.3117078519485505e-09,1.0174352392916087e-08,0.8505342654713615,0.9942041577663779,0.99420416098417,0.9942041635869986,0.9942041645175632,0.9942041657631954,0.9999999999999999
1.774911653022667e-08,5.8190453993096284e-08,9.707824448504934e-08,0.7844600313052661,0.982396048161192,0.9823960753488644,0.9823960972674887,0.9823961038298744,0.982396112574469,1.0
1.825933210394679e-08,6.831991227965477e-08,1.1530110752554019e-07,0.725581371270904,0.9718973051993949,0.971897335412483,0.9718973587814138,0.9718973644572336,0.9718973723086971,1.0
1.546211720001456e-08,6.616258460048019e-08,1.1145837807091859e-07,0.6730992189398431,0.9625240246297622,0.9625240527455919,0.9625240727742541,0.9625240767655933,0.9625240826787785,1.0
8.651939728316681e-09,4.3901622504719905e-08,7.350939459199726e-08,0.6263233948736998,0.9541674801284479,0.9541674976268684,0.9541675088793703,0.954167510659647,0.9541675135796729,1.0
7.951394501659964e-09,4.967312085926562e-08,8.172909856139532e-08,0.5846341202680944,0.9467189719545783,0.9467189900361714,0.9467190005191556,0.946719001905199,0.9467190044186607,1.0
1.022102376586988e-08,7.821381236513438e-08,1.2539802225436222e-07,0.5474784993283915,0.9400803941281919,0.9400804198306504,0.9400804330375626,0.9400804346570341,0.940080437747607,1.0
1.2422701839208645e-08,1.2823330026676496e-07,1.983455297984744e-07,0.5143635289463567,0.9341637360976944,0.9341637717023547,0.9341637873269181,0.9341637889817058,0.9341637923945509,1.0
1.7673767602402293e-08,2.659137519502819e-07,3.887744281134825e-07,0.4848498396028783,0.9288904927354056,0.9288905495951734,0.928890570823408,0.9288905728028876,0.9288905772430728,0.9999999999999998
2.854985432126099e-08,1.1821973946037172e-06,1.5005611924665973e-06,0.458546247426309,0.9241907404966581,0.9241908549286474,0.9241908878630846,0.9241908905723774,0.9241908969571828,1.0
4.959626767794953e-08,4.9730149765097154e-05,5.163848771512713e-05,0.4351303985308387,0.9200056145452937,0.9200059551871246,0.9200060130530359,0.9200060188469638,0.9200060298378648,1.0
7.840655240023663e-08,0.02304927249409326,0.023060255889860052,0.42698315241702306,0.9179915353689032,0.9179924004014274,0.9179924775578888,0.9179924836472747,0.917992496794884,0.9999999999999999
1.2673388212966282e-07,0.06410638296226756,0.06422059063725397,0.43117216753826515,0.9177430719176624,0.9177442848369908,0.9177443925945996,0.9177444171663272,0.9177444544720569,1.0
9.080587765156318e-08,0.100002812732998,0.10172352024957333,0.4354925670156373,0.9176352550469964,0.9176355494290241,0.9176356244046072,0.917635647942146,0.9176356800197035,0.9999999999999999
4.4774496266298646e-07,0.12636864499312497,0.1416031534351757,0.4439716704705981,0.9184177507774207,0.9184298946754627,0.9184300955725557,0.9184301345039099,0.9184302019222916,0.9999999999999999
5.72569197959437e-07,0.14960155636320194,0.17743611088548103,0.45173186211518246,0.9191433092482117,0.9191793526442787,0.9191794961309909,0.9191795220651708,0.9191795698910186,1.0
1.097775322060916e-08,0.17030259492124042,0.2094394143915627,0.45871703025495236,0.9198469399930782,0.9198516425959744,0.9198516450674409,0.9198516457576689,0.9198516467871526,1.0
1.7781029717659345e-07,0.18820650213009765,0.23724515201337507,0.4639766416175108,0.9193336501986831,0.9204613939218831,0.9204614744301296,0.9204615075246219,0.9204615474895878,1.0
4.9874451324546506e-08,0.2012956844341028,0.25823830274485726,0.46356942773511567,0.9128690580616454,0.9210609294485346,0.9210609320016115,0.9210609328212622,0.9210609339927939,1.0
1.64248619918212e-07,0.21258743127463836,0.27645449844756237,0.4625421016428235,0.9063239977612165,0.9216024376292953,0.9216024397234324,0.9216024403598145,0.9216024413052623,1.0
6.862598885449563e-07,0.22264971972181818,0.29268763113179597,0.46162362578891336,0.9004872178119943,0.9220851287547376,0.9220851308525978,0.922085131687197,0.9220851327216748,1.0
4.599780604102124e-06,0.2316194967695184,0.30715692538773476,0.460806326886093,0.8952858545074172,0.9225156480831158,0.9225156513837777,0.9225156532937507,0.9225156551611243,0.9999999999999999
0.00018037952774697756,0.23970692436739988,0.32013486978513894,0.4601522989858733,0.8906952424002229,0.9229152929150225,0.9229153411651899,0.9229153758697802,0.9229154057606113,1.0
0.0021263638227203073,0.24788344431004378,0.33255649530494946,0.4603441972339032,0.8870749158624027,0.9234383022862974,0.9234383130190781,0.9234383219400443,0.9234383288944151,0.9999999999999999
0.004957207936695949,0.2557641208204183,0.34415104176239697,0.4609897568861558,0.8841366514888315,0.9240065020804734,0.9240065028958551,0.9240065038634573,0.924006504409109,1.0
0.007525773376365099,0.26281227211614516,0.35450625487541265,0.461584566660905,0.8815296189180588,0.9245169229172341,0.9245169765662384,0.9245171193622007,0.9245171563018578,1.0000000000000002
0.009788557905377727,0.26907975343534074,0.3637228602533833,0.4621034382671993,0.8791993424812854,0.9249694981148621,0.9249695412305781,0.9249697734965177,0.9249698053656311,0.9999999999999999
0.011813213973572637,0.2746698980558184,0.37194089386572204,0.4625692355043864,0.8771244688924928,0.9253734885077245,0.925373522430673,0.9253739574072667,0.9253739847424414,1.0
0.013619159325834808,0.2796527769779538,0.37926574089590986,0.46298478497807094,0.875275355716466,0.9257333883872181,0.925733413708774,0.9257343682092862,0.925734390687318,1.0
0.015229179583941932,0.28409351236982644,0.3857935485232798,0.4633544884605365,0.8736264551959869,0.9260530729958912,0.9260530925992917,0.9260557944820307,0.9260558134847817,1.0000000000000002
0.016663916027582038,0.28804625146901713,0.39160466952833095,0.4636756107777643,0.8721471569545017,0.9263271012548647,0.9263271231851692,0.9263438625940875,0.9263438843423758,1.0
0.017943394837340483,0.2915794945790814,0.3967976230108293,0.4639787503895413,0.8708482787794909,0.9265931751193144,0.9265931762712631,0.9265974554528177,0.9265974564838004,0.9999999999999998
0.019050523946984626,0.29429346140200807,0.4008467320301079,0.46353736348619634,0.8688692527704218,0.9259121494039251,0.9259121545956137,0.9269569581579004,0.9269569629342486,1.0000000000000002
0.019990727886039512,0.2961055789474067,0.40364791146930723,0.46215171965461377,0.8659600595681265,0.9240249036655593,0.9240249220096234,0.927463504157614,0.9274635220944625,1.0000000000000002
0.02082928806103785,0.29772923562815645,0.4061559226101567,0.46093084069944434,0.8633834908647824,0.92236106395315,0.9223610712752546,0.9279123463624465,0.9279123532986088,1.0
0.021576153224125122,0.2991697719561789,0.40838247752502665,0.45983203148843926,0.8610747734989987,0.9208643673146537,0.9208643719100255,0.9283143737471893,0.9283143777086655,1.0000000000000002
0.022241760060090595,0.3004531415435145,0.41036621811164453,0.4588518829769106,0.859016164580422,0.9195293590324546,0.919529361943959,0.9286728364140718,0.9286728386574572,1.0
0.022834975875434954,0.3015968322768955,0.4121340772595251,0.4579781382821782,0.8571812121123381,0.91833929055555,0.9183392924202317,0.9289923511526101,0.9289923524057472,1.0
0.02336448765756148,0.302614941634915,0.4137078925301755,0.4571972600965602,0.8555431609932519,0.917275593277699,0.9172757085840074,0.9292775869076716,0.9292776519462426,1.0000000000000002
0.02383540581487826,0.3035239564616489,0.4151129598146908,0.45650426422015966,0.8540868675165889,0.9163317448632549,0.9163318120335722,0.929531180728125,0.929531210550055,1.0
0.024254870927894953,0.3043341618862083,0.41636532236893264,0.45588659600692943,0.8527889655703307,0.9154905498087771,0.9154905607126815,0.9297571422823413,0.9297571572686136,1.0
0.024629157472946472,0.30505576572241466,0.41748074575703187,0.4553352760853726,0.8516311587201584,0.9147396371356357,0.9147396435158114,0.9299587532903956,0.9299587617503676,1.0000000000000002
0.02496354481241547,0.3056980799922407,0.4184735899042632,0.4548424592820216,0.8505976755769618,0.9140682650263858,0.9140686224591713,0.930138314561377,0.9301387607381363,1.0
0.02526045506818471,0.30627167661102667,0.41936024415144457,0.45440532348897034,0.8496788660069156,0.9134729255367934,0.9134731086590254,0.9302985265901672,0.9302987342740595,1.0
0.025525205341193753,0.3067827516532454,0.4201502475649185,0.4540154061825387,0.8488596263640604,0.9129418833219008,0.9129419664318752,0.9304412887768764,0.9304413737824554,1.0000000000000002
0.025761287878480983,0.3072381218022892,0.4208541416486661,0.45366765842814244,0.8481292198009545,0.9124682606429003,0.9124683058769357,0.930568508342446,0.93056855139373,1.0
0.025971739491495217,0.3076439299523239,0.42148142194506044,0.45335765759027163,0.8474781669197766,0.9120460380960478,0.912046067652451,0.9306818881466171,0.9306819148425066,1.0
